Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,PayRate,Termd,PositionID,Position,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,State,DOB,Zip
Employee_273,1273,1,3,1,2,4,1,1,43.91900900089144,1,19,Software Engineer,HR,Manager_A,7,Indeed,PIP,1.5218054629142697,1,3,1/15/2019,4,MA,1980-01-01,01234
Employee_274,1274,1,0,0,4,4,4,0,57.247764701885906,0,12,Sales,Admin,Manager_B,3,LinkedIn,PIP,1.951322798739683,2,8,1/15/2019,2,CA,1980-01-01,01234
Employee_275,1275,1,2,1,1,6,1,1,15.80419936813821,0,5,Data Analyst,Admin,Manager_C,3,Diversity Job Fair,PIP,2.422792124464855,1,7,1/15/2019,3,NY,1980-01-01,01234
Employee_276,1276,0,0,0,4,4,2,1,42.47898283162206,0,12,Sales,IT,Manager_A,9,Indeed,Fully Meets,3.0669124894378967,1,6,1/15/2019,4,TX,1980-01-01,01234
Employee_277,1277,1,0,0,3,3,2,0,34.9364800046205,0,13,HR Manager,Admin,Manager_B,8,Indeed,PIP,2.92900481336655,1,6,1/15/2019,4,MA,1980-01-01,01234
Employee_278,1278,1,2,1,3,3,1,0,17.443868846847085,0,14,Data Analyst,IT,Manager_C,3,Indeed,PIP,2.2502422434484166,2,1,1/15/2019,4,TX,1980-01-01,01234
Employee_279,1279,1,3,0,2,3,1,0,53.80774943565849,0,13,Sales,Sales,Manager_A,7,Indeed,Fully Meets,3.2354893356528973,2,4,1/15/2019,0,MA,1980-01-01,01234
Employee_280,1280,1,0,1,2,1,2,0,24.100432693866452,0,4,Sales,IT,Manager_B,5,Indeed,PIP,3.92685790903141,5,8,1/15/2019,0,CA,1980-01-01,01234
Employee_281,1281,0,2,0,2,3,4,1,28.979143050208748,0,20,Data Analyst,Sales,Manager_C,7,Diversity Job Fair,Exceeds,3.190022865086939,1,1,1/15/2019,3,TX,1980-01-01,01234
Employee_282,1282,1,3,1,1,5,1,0,48.80470857099197,1,10,Data Analyst,Sales,Manager_A,7,Indeed,Fully Meets,1.1705536013742202,1,3,1/15/2019,1,MA,1980-01-01,01234
Employee_283,1283,1,3,1,1,3,3,0,28.402050554728092,0,24,HR Manager,IT,Manager_B,9,Diversity Job Fair,PIP,1.1930168022432825,2,9,1/15/2019,0,TX,1980-01-01,01234
Employee_284,1284,1,1,0,3,2,4,1,24.872642991754894,0,11,HR Manager,Sales,Manager_C,4,Indeed,Fully Meets,1.2066616626964692,5,2,1/15/2019,4,MA,1980-01-01,01234
Employee_285,1285,0,2,0,3,5,4,0,27.549774054718213,0,14,Software Engineer,Sales,Manager_A,2,Diversity Job Fair,Fully Meets,1.1232129366423709,4,8,1/15/2019,3,MA,1980-01-01,01234
Employee_286,1286,0,2,0,1,3,4,0,26.400929435868584,0,9,HR Manager,Admin,Manager_B,8,Indeed,Fully Meets,1.9878699780441886,1,5,1/15/2019,3,CA,1980-01-01,01234
Employee_287,1287,1,1,1,3,6,4,1,52.60010970146381,0,5,Software Engineer,Sales,Manager_C,4,Indeed,PIP,3.2993403111319415,3,0,1/15/2019,1,MA,1980-01-01,01234
Employee_288,1288,1,1,1,1,3,3,0,26.985326046075173,1,17,Sales,IT,Manager_A,9,LinkedIn,Fully Meets,2.8788458745880283,2,4,1/15/2019,3,CA,1980-01-01,01234
Employee_289,1289,1,2,1,3,4,4,1,40.70196346280652,1,16,HR Manager,Admin,Manager_B,6,LinkedIn,Exceeds,3.3445057121167663,1,3,1/15/2019,3,MA,1980-01-01,01234
Employee_290,1290,1,2,1,3,1,1,0,32.02378586097932,1,27,Sales,IT,Manager_C,3,Indeed,PIP,1.550813552476391,1,2,1/15/2019,4,MA,1980-01-01,01234
Employee_291,1291,0,1,1,1,4,1,1,24.332733628263657,0,21,Data Analyst,IT,Manager_A,2,Indeed,Exceeds,3.64730082477258,1,3,1/15/2019,4,MA,1980-01-01,01234
Employee_292,1292,1,0,1,3,3,4,0,31.842947813537673,0,10,Sales,HR,Manager_B,7,LinkedIn,Fully Meets,1.5946019548664148,4,4,1/15/2019,1,MA,1980-01-01,01234
Employee_293,1293,0,2,0,1,1,3,0,15.297634057576905,1,14,Sales,Sales,Manager_C,5,LinkedIn,PIP,4.2569806095590845,4,4,1/15/2019,4,TX,1980-01-01,01234
Employee_294,1294,1,0,0,4,6,4,1,33.869739927887366,0,22,Data Analyst,HR,Manager_A,7,Indeed,Fully Meets,3.3171246732486783,3,4,1/15/2019,3,NY,1980-01-01,01234
Employee_295,1295,1,2,0,1,6,3,1,49.33221960152217,0,17,Sales,IT,Manager_B,4,LinkedIn,Fully Meets,3.0419685668272503,5,1,1/15/2019,0,MA,1980-01-01,01234
Employee_296,1296,0,1,0,1,6,3,0,55.3481400942005,1,22,Sales,HR,Manager_C,1,Diversity Job Fair,Fully Meets,3.4981038947455065,5,6,1/15/2019,1,MA,1980-01-01,01234
Employee_297,1297,0,2,0,1,3,1,0,52.501100384722356,0,14,Data Analyst,Admin,Manager_A,4,LinkedIn,PIP,2.099231765649052,3,3,1/15/2019,4,MA,1980-01-01,01234
Employee_298,1298,1,1,1,2,6,1,1,15.006541398727439,0,18,Software Engineer,Admin,Manager_B,3,Indeed,Exceeds,3.361712758781689,1,7,1/15/2019,4,CA,1980-01-01,01234
Employee_299,1299,1,1,0,3,2,4,0,27.250576315056165,0,4,Sales,HR,Manager_C,2,Diversity Job Fair,PIP,1.2736413216183236,5,9,1/15/2019,2,MA,1980-01-01,01234
Employee_300,1300,0,1,1,3,6,2,0,36.1701430130999,0,20,Software Engineer,IT,Manager_A,3,Indeed,PIP,3.4890385748102117,4,6,1/15/2019,4,TX,1980-01-01,01234
Employee_301,1301,0,0,0,3,6,4,0,48.82313214190162,0,23,Sales,HR,Manager_B,8,LinkedIn,Exceeds,4.389249646187949,1,5,1/15/2019,0,NY,1980-01-01,01234
Employee_302,1302,0,3,0,1,3,3,1,49.33726322560077,0,15,Data Analyst,HR,Manager_C,9,LinkedIn,Fully Meets,4.555544596194031,5,5,1/15/2019,4,MA,1980-01-01,01234
Employee_303,1303,1,1,0,1,5,2,0,29.943733204492204,0,6,Software Engineer,Admin,Manager_A,3,Indeed,Exceeds,1.8651015302054579,4,7,1/15/2019,3,CA,1980-01-01,01234
Employee_304,1304,0,1,1,2,4,4,1,41.391511182338704,0,8,Software Engineer,Sales,Manager_B,8,LinkedIn,Exceeds,2.0691841726343547,3,2,1/15/2019,4,TX,1980-01-01,01234
Employee_305,1305,1,3,0,2,6,2,0,19.296450993892332,0,9,Data Analyst,IT,Manager_C,1,Diversity Job Fair,PIP,2.9908026543226476,3,2,1/15/2019,3,MA,1980-01-01,01234
Employee_306,1306,1,1,0,3,1,1,1,46.46184929611604,0,22,Software Engineer,HR,Manager_A,6,Indeed,Exceeds,4.126332201854792,1,9,1/15/2019,3,MA,1980-01-01,01234
Employee_307,1307,0,1,1,3,2,3,1,26.165935119766097,1,4,HR Manager,HR,Manager_B,8,Indeed,Fully Meets,4.024852690064545,2,0,1/15/2019,0,CA,1980-01-01,01234
Employee_308,1308,0,0,0,1,5,3,1,27.041539767406082,0,1,Data Analyst,Admin,Manager_C,7,LinkedIn,Exceeds,1.5128012177821906,2,9,1/15/2019,1,NY,1980-01-01,01234
Employee_309,1309,1,2,0,3,4,4,0,43.95186726997195,1,24,Data Analyst,IT,Manager_A,5,Diversity Job Fair,Fully Meets,4.989241279510919,5,4,1/15/2019,4,TX,1980-01-01,01234
